province,make,model,model_year,condition,vehicles,price_p10,price_p25,price_median,price_p75,price_p90,price_mean,mileage_median,days_on_market_median
ON,Audi,Q3,2025,Used,20,35814,36867,39675,41246,45091,39686,28648,38
ON,Audi,Q3,2026,New,582,40000,56882,58451,62077,63996,56640,90,58
ON,Audi,Q3,2026,Used,37,53321,55016,57127,58159,61112,56894,1499,58
ON,Audi,Q5,2010,Used,12,4086,5724,8742,10196,10935,7926,191676,26
ON,Audi,Q5,2012,Used,18,6788,7922,9850,12350,13417,9968,165770,20
ON,Audi,Q5,2013,Used,14,6999,7548,10498,15372,16592,11607,160390,37
ON,Audi,Q5,2014,Used,39,9440,9995,11800,14249,15196,12141,145251,21
ON,Audi,Q5,2015,Used,31,9500,10944,12800,14247,17995,13058,149000,24
ON,Audi,Q5,2016,Used,28,8999,11870,14648,16340,18096,14132,145900,37
ON,Audi,Q5,2017,Used,44,10996,13318,14948,17124,18785,15262,143176,24
ON,Audi,Q5,2018,Used,80,15999,16999,18888,21559,25059,20140,120819,24
ON,Audi,Q5,2019,Used,49,17974,19888,21999,23400,26228,22720,106099,24
ON,Audi,Q5,2020,Used,33,20191,22891,24888,27888,29954,25952,106500,24
ON,Audi,Q5,2021,Used,36,20939,25965,29683,31996,35278,29117,80125,33
ON,Audi,Q5,2022,Used,60,25962,28529,31848,34140,36390,31195,74554,35
ON,Audi,Q5,2023,Used,95,28655,31560,34900,36990,39756,34372,64700,37
ON,Audi,Q5,2024,Used,66,30492,31196,38925,43794,47282,38383,60770,38
ON,Audi,Q5,2025,New,77,65850,66669,69462,72519,74036,69876,99,58
ON,Audi,Q5,2025,Used,148,47896,51966,54888,60189,71539,56742,9844,55
ON,Audi,Q5,2026,New,1190,65005,68620,72090,74696,76778,69932,90,58
ON,Audi,Q5,2026,Used,94,62700,65260,68937,73437,74803,68897,1754,58
ON,Audi,Q5 Sportback,2022,Used,13,33434,34950,37995,40995,42843,37853,61090,26
ON,Audi,Q5 Sportback,2023,Used,12,34545,35748,37770,39025,39939,37742,73464,42
ON,Audi,Q5 Sportback,2026,New,164,72814,74787,76036,78438,80857,76035,90,58
ON,Audi,Q6 e-tron,2027,New,34,86265,89394,96231,99896,101567,92258,90,58
ON,Audi,Q7,2015,Used,17,10260,12989,16900,18888,21957,16339,184000,20
ON,Audi,Q7,2017,Used,23,15083,17919,19800,22497,37030,21786,147335,22
ON,Audi,Q7,2018,Used,51,18499,19850,21900,25944,28950,23423,138632,21
ON,Audi,Q7,2019,Used,26,19900,20992,24994,25998,27438,24872,134932,23
ON,Audi,Q7,2021,Used,19,30790,31930,32900,35480,39199,33853,89564,24
ON,Audi,Q7,2022,Used,34,33266,34812,37725,40641,44763,37802,82596,32
ON,Audi,Q7,2023,Used,25,36379,43999,48555,52888,58957,48574,71099,30
ON,Audi,Q7,2025,Used,17,62675,64777,69999,72995,74792,69039,20536,40
ON,Audi,Q7,2026,New,411,86021,90003,92769,95538,101743,92092,90,58
ON,Audi,Q7,2026,Used,45,60576,74995,80999,90002,94715,81546,8999,58
ON,Audi,Q8,2019,Used,15,30723,33394,34999,37166,41597,36200,87772,37
ON,Audi,Q8,2020,Used,11,32900,34838,37888,40442,43995,38374,81620,23
ON,Audi,Q8,2022,Used,10,43599,45382,46894,54395,57738,49457,80112,19
ON,Audi,Q8,2023,Used,15,49306,51492,57950,59945,63720,57311,65693,37
ON,Audi,Q8,2024,Used,10,66585,68055,70728,73349,74901,70484,48040,18
ON,Audi,Q8,2025,Used,22,63991,66121,73873,79995,87679,74521,26740,52
ON,Audi,Q8,2026,New,55,101105,102432,103866,108011,112710,104704,90,58
ON,Audi,RS,2026,New,17,171417,178495,183249,187843,191350,175055,90,58
ON,Audi,RS3,2026,New,50,84548,85427,88518,90711,93140,85928,90,58
ON,Audi,S3,2026,New,43,63407,65462,69808,71860,73379,68759,90,58
ON,Audi,S5,2018,Used,25,22866,24800,25888,29959,33779,27437,128000,24
ON,Audi,S5,2019,Used,15,25313,28238,32998,38450,40596,33473,78164,37
ON,Audi,S5,2022,Used,15,39872,43494,45887,50948,56400,47529,54395,37
ON,Audi,S5,2023,Used,13,43356,46777,51333,57880,62068,52523,45816,37
ON,Audi,S5,2024,Used,11,49790,49900,56999,59950,69999,57536,28103,19
ON,Audi,S5,2025,Used,15,64671,64990,67995,69342,72875,68392,14384,39
ON,Audi,S5,2026,New,77,40000,40000,80015,85525,88776,66030,90,58
ON,Audi,SQ5,2018,Used,13,18650,21995,23990,25999,28537,24712,121000,37
ON,Audi,SQ5,2022,Used,23,38198,40176,41995,44748,47977,42610,70946,36
ON,Audi,SQ5,2023,Used,27,41592,44499,46995,49995,51992,47203,62016,38
ON,Audi,SQ5,2024,Used,16,48749,49998,51972,55998,58744,52693,49620,36
ON,Audi,SQ5,2025,Used,23,63189,67499,70988,74448,74995,70609,14858,38
ON,Audi,SQ5,2026,New,287,81156,85229,87863,90280,92298,84856,90,58
ON,Audi,SQ7,2026,New,24,126859,130184,134093,134922,138138,129432,90,58
ON,BMW,2 Series,2025,Used,16,36742,37873,44888,47149,52607,44707,13802,43
ON,BMW,2 Series,2026,New,125,53393,54426,55008,56299,75289,59075,90,50
ON,BMW,2 Series,2026,Used,65,50220,51528,54505,55527,57135,54200,1735,61
ON,BMW,2 Series,2027,New,24,54219,54379,55587,56008,56450,55350,90,10
ON,BMW,3 Series,2008,Used,12,7046,7868,10248,13082,14989,10878,139907,21
ON,BMW,3 Series,2009,Used,21,3999,5900,7995,9999,11999,7836,163443,20
ON,BMW,3 Series,2011,Used,36,4934,6605,9140,11218,13690,9212,144062,21
ON,BMW,3 Series,2012,Used,12,5189,6974,11772,13244,14436,10651,149214,20
ON,BMW,3 Series,2013,Used,52,6539,7998,10795,14998,16024,11348,161720,21
ON,BMW,3 Series,2014,Used,56,8997,10225,12997,16120,18500,13646,151100,21
ON,BMW,3 Series,2015,Used,26,9627,10924,12999,16728,20450,14144,148500,20
ON,BMW,3 Series,2016,Used,22,10727,12412,14996,16757,19988,15481,156000,21
ON,BMW,3 Series,2017,Used,28,10709,11674,14999,20148,26899,17253,144132,20
ON,BMW,3 Series,2018,Used,26,16319,16959,19388,21998,38499,22279,118886,22
ON,BMW,3 Series,2020,Used,27,21298,25594,27968,40250,46279,31341,103081,35
ON,BMW,3 Series,2021,Used,16,25268,26871,28134,31164,42499,30925,89350,26
ON,BMW,3 Series,2022,Used,14,30561,32925,33892,36144,47661,36583,74910,36
ON,BMW,3 Series,2023,Used,41,33880,37900,42915,45677,51990,43501,51775,33
ON,BMW,3 Series,2024,Used,24,45969,47874,55475,58100,62097,54227,19830,54
ON,BMW,3 Series,2025,Used,32,47888,52249,56449,61199,70658,57829,13473,54
ON,BMW,3 Series,2026,New,333,68706,71229,73631,75819,88524,75323,90,53
ON,BMW,3 Series,2026,Used,117,64115,65899,70054,72899,76342,70650,5635,56
ON,BMW,3-Series,2009,Used,10,7179,7524,7995,9496,11027,8411,196976,37
ON,BMW,3-Series,2011,Used,31,5999,6894,8995,11444,17995,11275,152684,37
ON,BMW,3-Series,2012,Used,11,7499,8495,10995,13900,14995,11205,149618,31
ON,BMW,3-Series,2013,Used,25,9349,9999,12320,14490,17957,12632,163000,37
ON,BMW,3-Series,2014,Used,24,9915,9998,11397,13615,15415,12028,148894,37
ON,BMW,3-Series,2015,Used,22,9899,10697,14247,19366,23849,15968,146828,30
ON,BMW,3-Series,2016,Used,19,10597,13150,15995,18799,22309,16656,136000,37
ON,BMW,3-Series,2017,Used,20,13289,13971,16994,18968,21741,17464,144878,22
ON,BMW,3-Series,2018,Used,23,11796,15997,19888,24499,31799,20647,127580,21
ON,BMW,3-Series,2019,Used,13,18174,20985,23900,24995,26596,22807,123662,24
ON,BMW,3-Series,2020,Used,16,24998,28497,34994,47499,50850,37238,81476,8
ON,BMW,3-Series,2022,Used,19,28949,31994,33995,35497,40397,34966,77180,20
ON,BMW,3-Series,2023,Used,17,36740,37990,38999,46980,52599,43132,62680,20
ON,BMW,4 Series,2014,Used,20,9984,12998,16495,20624,22736,16655,153252,22
ON,BMW,4 Series,2015,Used,15,11699,13240,14999,17997,24997,16609,155082,20
ON,BMW,4 Series,2016,Used,10,12257,14367,17907,25281,27089,19152,103680,20
ON,BMW,4 Series,2018,Used,17,18189,20950,28499,31998,35500,27202,124088,21
ON,BMW,4 Series,2019,Used,17,23596,25996,28871,33499,36510,29669,82000,28
ON,BMW,4 Series,2023,Used,10,41610,43890,47394,64173,69998,52635,40825,20
ON,BMW,4 Series,2024,Used,14,45000,56368,59946,64999,70610,59417,35370,20
ON,BMW,4 Series,2025,Used,10,52915,54907,56880,57665,65009,57522,29168,15
ON,BMW,4 Series,2026,New,183,70072,74675,76821,90144,93944,80395,90,53
ON,BMW,4 Series,2026,Used,31,65899,69208,73379,74880,78476,72696,6866,53
ON,BMW,4 Series,2027,New,94,73222,76858,86159,91854,102028,85390,90,43
ON,BMW,4-Series,2014,Used,10,9798,11912,17495,21499,23118,16962,146291,30
ON,BMW,4-Series,2016,Used,16,16400,16998,19882,20499,25968,20398,141816,22
ON,BMW,5 Series,2013,Used,17,7660,8992,11900,13990,19178,12246,154000,21
ON,BMW,5 Series,2014,Used,10,10648,11850,14245,18606,20499,15378,149951,20
ON,BMW,5 Series,2016,Used,14,9999,12996,15400,19724,20630,16069,152826,20
ON,BMW,5 Series,2018,Used,15,22212,27519,29988,32943,37324,29955,126000,38
ON,BMW,5 Series,2019,Used,10,23586,26668,30419,34465,38479,30778,104648,8
ON,BMW,5 Series,2026,Used,35,66821,75447,81068,88899,91857,81583,15698,61
ON,BMW,5 Series,2027,New,36,86938,88896,92298,104824,107614,96370,90,26
ON,BMW,5-Series,2013,Used,13,10179,12990,14998,16999,21039,15327,161735,24
ON,BMW,7 Series,2026,New,18,167975,174423,180868,189686,198312,181556,90,58
ON,BMW,8 Series,2026,New,18,140342,143900,149602,163130,164525,151703,90,58
ON,BMW,M2,2026,New,23,94492,95604,96556,97975,102766,98958,90,34
ON,BMW,M3,2027,New,15,117479,126190,133418,138960,144785,132208,90,42
ON,BMW,M4,2022,Used,13,79919,79999,87888,93998,97280,86891,54288,27
ON,BMW,M4,2027,New,36,128444,131776,139271,144966,146649,138243,90,47
ON,BMW,M5,2026,New,15,154456,159677,163961,166780,172827,163329,90,61
ON,BMW,M5,2027,New,60,156079,157879,166498,171309,176239,165141,90,54
ON,BMW,X1,2012,Used,31,5495,7484,8495,10942,11800,8841,151061,37
ON,BMW,X1,2013,Used,16,7097,9334,11825,14050,16235,11790,134634,22
ON,BMW,X1,2014,Used,18,6959,8123,8995,11117,12680,9586,149094,25
ON,BMW,X1,2015,Used,36,8750,9866,10997,12847,14900,11651,138716,21
ON,BMW,X1,2016,Used,31,11499,12847,13999,14800,15500,13878,136500,21
ON,BMW,X1,2017,Used,26,11444,12840,14239,15599,18942,15050,126402,23
ON,BMW,X1,2018,Used,29,12800,13995,15800,17880,18803,16117,123914,24
ON,BMW,X1,2019,Used,14,15877,17495,18992,19866,20670,18195,97485,37
ON,BMW,X1,2020,Used,10,17779,21200,22332,24338,26235,22741,103476,24
ON,BMW,X1,2021,Used,16,21694,22655,24994,27869,31938,26051,67256,24
ON,BMW,X1,2023,Used,69,30884,33977,36188,37953,39817,35517,42059,31
ON,BMW,X1,2024,Used,28,37344,39663,41344,43995,46927,41805,29054,33
ON,BMW,X1,2025,Used,51,39993,42899,45995,49914,55888,46977,18770,38
ON,BMW,X1,2026,New,779,59254,61240,63338,66318,72171,64309,90,53
ON,BMW,X1,2026,Used,129,52573,56899,60645,63884,68061,60362,4000,58
ON,BMW,X1,2027,New,150,56870,59036,61763,63593,70841,62219,90,25
ON,BMW,X2,2018,Used,20,14355,16974,18694,19928,21949,18861,114985,34
ON,BMW,X2,2025,Used,14,39157,43148,48926,54288,56510,48279,20099,47
ON,BMW,X2,2026,New,258,60389,62514,65928,71418,75634,67153,90,53
ON,BMW,X2,2026,Used,52,54888,58871,62031,65050,70267,62198,5958,54
ON,BMW,X2,2027,New,33,51536,64151,66299,72879,75679,66254,90,22
ON,BMW,X3,2013,Used,41,6888,7998,9999,11990,12995,9949,172509,21
ON,BMW,X3,2014,Used,29,7898,9600,9999,13495,14041,10973,149000,37
ON,BMW,X3,2015,Used,27,9997,12344,13999,16438,20220,15113,143000,24
ON,BMW,X3,2016,Used,17,11592,12495,16480,16995,18290,15496,150000,23
ON,BMW,X3,2017,Used,33,14074,15995,17299,18999,20896,18046,118000,23
ON,BMW,X3,2018,Used,39,17555,19882,21450,24344,29991,22323,122841,21
ON,BMW,X3,2019,Used,37,19253,20799,21770,30992,36337,25244,117667,33
ON,BMW,X3,2020,Used,27,22958,24942,26998,29938,40738,30243,93052,37
ON,BMW,X3,2021,Used,16,24692,25888,29997,32040,34938,29862,89475,37
ON,BMW,X3,2022,Used,46,31430,33495,35873,38748,42440,36283,64696,38
ON,BMW,X3,2023,Used,58,36630,38891,41999,44287,49237,42839,46822,38
ON,BMW,X3,2024,Used,79,37846,44620,47995,50994,61064,48111,39674,37
ON,BMW,X3,2025,Used,27,54592,56794,59990,74899,76899,65480,20589,38
ON,BMW,X3,2026,New,581,65288,67158,72688,77301,85606,73655,90,38
ON,BMW,X3,2026,Used,75,64283,68352,72588,80249,89753,74839,5510,56
ON,BMW,X4,2019,Used,14,26299,27916,29750,32746,35576,31688,108002,27
ON,BMW,X5,2013,Used,18,6346,10249,12997,14998,16824,12290,164622,22
ON,BMW,X5,2015,Used,24,13149,14970,17489,20246,21996,18025,167373,22
ON,BMW,X5,2016,Used,25,13997,16995,19988,23998,32394,21720,126480,37
ON,BMW,X5,2017,Used,22,18095,19916,21967,24665,35872,24901,148320,30
ON,BMW,X5,2018,Used,30,21755,22468,25825,27749,35729,27209,119106,22
ON,BMW,X5,2019,Used,40,32401,32998,35988,41850,47089,37576,103760,34
ON,BMW,X5,2020,Used,14,34216,37194,37984,39974,42871,38478,107660,30
ON,BMW,X5,2021,Used,27,35354,39394,43888,49694,56100,45735,87466,26
ON,BMW,X5,2022,Used,46,42469,44993,47896,51998,60494,50035,71750,37
ON,BMW,X5,2023,Used,43,49782,52500,54888,59956,66590,57438,70592,43
ON,BMW,X5,2024,Used,87,62555,63932,67998,72984,76238,69676,52000,43
ON,BMW,X5,2025,Used,19,69394,76400,83597,90442,107731,87564,29948,36
ON,BMW,X5,2026,New,256,105622,113173,133452,168096,185182,138812,90,54
ON,BMW,X5,2026,Used,64,96297,97875,105835,119648,138628,112336,5944,56
ON,BMW,X6,2023,Used,10,59079,64285,71616,80804,103698,74154,48304,37
ON,BMW,X6,2024,Used,17,75899,77820,80888,82995,90920,82211,46779,37
ON,BMW,X6,2025,Used,10,84710,85467,87732,87904,89407,87393,25638,38
ON,BMW,X6,2026,New,42,116879,119670,128884,180584,194796,145154,90,61
ON,BMW,X6,2026,Used,11,109374,111522,119678,139514,141218,127930,6385,61
ON,BMW,X6,2027,New,55,111046,117915,129308,175544,189183,144518,90,43
ON,BMW,X7,2022,Used,11,59995,61444,63317,69989,78800,65605,66000,22
ON,BMW,X7,2023,Used,11,64682,66888,67995,73239,89964,72033,68084,38
ON,BMW,X7,2024,Used,13,77098,79880,83498,87900,95408,87652,40974,38
ON,BMW,X7,2026,Used,11,113899,116946,122986,133418,144745,133894,11165,58
ON,BMW,X7,2027,New,81,137879,140015,146571,152571,157121,146763,90,39
ON,BMW,i4,2025,Used,18,58567,59891,66888,67662,82411,67118,10748,38
ON,BMW,i4,2026,New,142,76054,81596,86387,90564,94094,85835,90,47
ON,BMW,i4,2026,Used,64,77203,80652,84894,92106,96294,86360,90,56
ON,BMW,iX,2026,New,57,106523,112000,117506,122245,126715,118345,90,54
ON,BMW,iX,2026,Used,48,89925,96899,107709,117215,124037,108311,10556,58
ON,Buick,Enclave,2017,Used,13,10202,11999,14999,19995,23110,19319,171792,37
ON,Buick,Enclave,2022,Used,14,33196,36524,38492,40999,45690,38725,64818,26
ON,Buick,Enclave,2023,Used,10,31816,36971,40091,42527,46801,39368,51077,47
ON,Buick,Enclave,2024,Used,14,38552,45212,47294,49142,49982,45658,50432,40
ON,Buick,Enclave,2025,New,17,58891,61989,64269,66520,67725,64052,11,55
ON,Buick,Enclave,2025,Used,10,48099,51420,58246,64949,66583,57227,17052,14
ON,Buick,Enclave,2026,New,283,64617,67831,70912,72493,80436,71242,10,54
ON,Buick,Enclave,2026,Used,36,65754,66649,68998,72699,76704,70289,9430,53
ON,Buick,Enclave,2027,New,37,70197,71674,72492,80323,81539,74472,27,16
ON,Buick,Encore,2014,Used,20,7445,8870,9950,11121,12295,11027,153396,22
ON,Buick,Encore,2015,Used,21,5999,7990,9578,11499,13500,9801,139977,37
ON,Buick,Encore,2017,Used,31,6495,9938,11995,13948,16995,12384,146533,30
ON,Buick,Encore,2018,Used,33,9082,10999,12990,14998,16267,13077,130155,31
ON,Buick,Encore,2019,Used,35,13118,13998,15888,17443,19294,15791,111708,21
ON,Buick,Encore,2022,Used,12,18099,18995,19974,22174,22969,20443,70026,22
ON,Buick,Encore,2026,New,13,35899,39219,40483,41109,42365,39971,10,55
ON,Buick,Encore GX,2020,Used,13,15801,16880,18921,19950,21236,18535,90482,8
ON,Buick,Encore GX,2021,Used,19,16786,18739,19991,21252,24100,20039,87124,29
ON,Buick,Encore GX,2022,Used,21,19748,20995,23495,24888,26999,23631,65273,25
ON,Buick,Encore GX,2023,Used,20,22489,23668,26147,27221,28995,25314,50738,28
ON,Buick,Encore GX,2024,Used,73,24998,26995,28995,31471,31998,29121,25321,28
ON,Buick,Encore GX,2025,Used,24,28980,30186,30944,32184,39402,32633,17878,38
ON,Buick,Encore GX,2026,New,486,35854,37453,39358,41156,43198,39480,12,43
ON,Buick,Encore GX,2026,Used,44,35189,36948,38271,40782,44112,38912,7189,52
ON,Buick,Envision,2019,Used,13,16938,17049,20990,22995,24598,20149,81506,11
ON,Buick,Envision,2021,Used,23,21099,22000,24895,26296,27127,24228,92567,37
ON,Buick,Envision,2022,Used,33,23920,25898,27575,28956,31053,27721,72537,43
ON,Buick,Envision,2023,Used,60,27440,28857,31467,33995,36906,32067,48310,33
ON,Buick,Envision,2024,Used,43,33110,35404,37977,39946,41574,38370,33285,24
ON,Buick,Envision,2025,New,13,50172,50604,52440,54387,55474,52532,90,54
ON,Buick,Envision,2025,Used,17,39929,41694,44499,45510,49349,44010,12107,43
ON,Buick,Envision,2026,New,1734,47703,49474,51008,54033,55068,51536,10,50
ON,Buick,Envision,2026,Used,146,47016,49705,51072,54094,55739,51647,2558,53
ON,Buick,Envista,2024,Used,66,23992,25760,26988,28899,29844,26770,34761,40
ON,Buick,Envista,2025,Used,34,25279,26620,28646,28997,29941,28230,22132,34
ON,Buick,Envista,2026,New,666,32066,33142,34275,36094,37338,34571,12,40
ON,Buick,Envista,2026,Used,26,30659,31990,33174,35065,36408,33525,304,48
ON,Buick,Verano,2014,Used,10,5350,6620,8897,11747,13150,9927,147944,22
ON,Buick,Verano,2016,Used,10,5674,6059,9860,10990,15018,10287,147525,37
ON,Buick,gmc,2026,New,29,36074,48592,49405,54620,71514,51845,10,59
ON,Cadillac,ATS,2014,Used,10,8699,9622,10744,10949,12733,10914,156536,26
ON,Cadillac,ATS,2015,Used,17,6297,9888,12995,15990,18395,13447,145224,24
ON,Cadillac,ATS,2017,Used,11,12900,12999,14933,17497,18995,15570,144630,18
ON,Cadillac,CT5,2026,New,35,66203,68235,70478,72554,75019,70390,10,17
ON,Cadillac,Escalade,2016,Used,10,24795,26166,29994,31499,42088,34775,152650,32
ON,Cadillac,Escalade,2017,Used,11,28999,29747,34990,38148,39777,34130,157326,23
ON,Cadillac,Escalade,2023,Used,36,81370,93720,99800,108607,109999,102034,59858,20
ON,Cadillac,Escalade,2024,Used,12,92466,97300,106796,121484,124794,110595,32970,26
ON,Cadillac,Escalade,2026,New,143,148829,157829,165376,177662,185650,169081,16,27
ON,Cadillac,Escalade,2026,Used,12,147950,149920,161199,169501,180003,165336,8938,52
ON,Cadillac,LYRIQ,2024,Used,74,42912,43989,46997,51866,54693,48953,42990,26
ON,Cadillac,LYRIQ,2026,New,28,77684,78074,79044,95298,103919,85972,10,33
ON,Cadillac,LYRIQ,2027,New,38,77712,78607,81188,85284,95176,83867,40,10
ON,Cadillac,OPTIQ,2026,New,10,66196,71160,86554,92706,94456,82353,95,27
ON,Cadillac,OPTIQ,2027,New,146,64505,65765,67037,69507,71136,67791,10,10
ON,Cadillac,SRX,2014,Used,11,6998,8896,10990,13992,21480,12417,170271,17
ON,Cadillac,SRX,2015,Used,13,9172,9999,11499,15980,44686,18135,162000,32
ON,Cadillac,VISTIQ,2027,New,41,92951,93591,96437,97547,100463,96870,10,19
ON,Cadillac,XT4,2019,Used,13,21070,21995,23700,24900,24988,22884,104772,23
ON,Cadillac,XT4,2020,Used,18,19696,23238,25588,27745,30280,25566,86370,21
ON,Cadillac,XT4,2021,Used,16,24938,26748,28092,29995,31992,29001,82196,36
ON,Cadillac,XT4,2023,Used,24,30629,32831,34978,36473,38537,36263,59822,35
ON,Cadillac,XT4,2024,Used,57,37292,39117,41375,44000,46731,41624,39746,43
ON,Cadillac,XT4,2025,Used,11,45988,46948,48394,51652,53000,49112,24004,17
ON,Cadillac,XT5,2017,Used,18,15469,16596,19495,21897,22639,19105,132252,37
ON,Cadillac,XT5,2019,Used,15,19910,22238,23500,24250,24959,22776,113300,37
ON,Cadillac,XT5,2021,Used,17,25583,26995,27732,31716,35985,29262,128115,31
ON,Cadillac,XT5,2022,Used,10,28768,29692,33098,36330,38375,33363,64978,37
ON,Cadillac,XT5,2023,Used,21,32888,34899,38190,40995,43194,38289,49100,35
ON,Cadillac,XT5,2024,Used,19,34984,38394,44738,47950,50323,43388,44676,42
ON,Cadillac,XT5,2025,Used,12,46726,47741,55652,60070,63209,55003,20456,37
ON,Cadillac,XT5,2026,New,67,65319,68592,71805,74308,76359,70812,10,19
ON,Cadillac,XT6,2023,Used,13,40166,41999,46695,47498,48457,45216,59174,37
ON,Chevrolet,Blazer,2021,Used,13,20079,22695,25995,28565,30576,25571,108605,52
ON,Chevrolet,Blazer,2022,Used,14,24996,25598,27694,29749,31167,28713,81506,29
ON,Chevrolet,Blazer,2023,Used,25,24072,27995,30187,33888,37176,30472,76616,38
ON,Chevrolet,Blazer,2024,Used,25,27846,29490,34498,39498,41299,34721,53030,24
ON,Chevrolet,Blazer,2025,Used,15,44190,44635,45911,48995,51305,47067,21622,43
ON,Chevrolet,Blazer,2026,New,126,48953,51228,58274,60802,61504,56359,10,32
ON,Chevrolet,Blazer,2026,Used,16,48808,54664,59476,61299,62614,58235,5102,45
ON,Chevrolet,Blazer EV,2026,New,49,58497,60284,62978,72005,75000,65155,10,53
ON,Chevrolet,Bolt,2027,New,1005,36138,37936,41289,44409,46670,41448,10,33
ON,Chevrolet,Bolt,2027,Used,24,34384,36706,40644,46007,49695,41585,9,46
ON,Chevrolet,Bolt EUV,2023,Used,15,23360,23995,24963,26294,30946,25958,90149,12
ON,Chevrolet,Bolt EV,2027,New,211,39399,43414,44430,46735,50002,45041,10,29
ON,Chevrolet,Camaro,2018,Used,11,20999,22890,43998,48156,80516,43042,52326,23
ON,Chevrolet,Colorado,2018,Used,18,13994,15245,22442,25374,26996,20673,177482,22
ON,Chevrolet,Colorado,2019,Used,13,14578,19988,22995,26471,26792,21932,145979,24
ON,Chevrolet,Colorado,2020,Used,13,16595,23995,27500,31500,32905,26622,141800,23
ON,Chevrolet,Colorado,2021,Used,22,16395,23121,30495,34873,36990,29069,105850,14
ON,Chevrolet,Colorado,2022,Used,27,19192,24942,33500,41270,47902,33511,83870,24
ON,Chevrolet,Colorado,2023,Used,17,37547,39900,43195,46498,48959,43089,60117,29
ON,Chevrolet,Colorado,2024,Used,37,41152,45354,47904,51287,55481,48097,34266,23
ON,Chevrolet,Colorado,2026,New,377,50958,54763,57819,61486,67066,58637,11,38
ON,Chevrolet,Colorado,2026,Used,35,50771,54052,56750,60787,63257,57393,7520,52
ON,Chevrolet,Corvette,2019,Used,12,66098,69241,83994,129838,145210,96045,24057,9
ON,Chevrolet,Corvette,2021,Used,11,82888,84924,86995,87448,87999,86590,16694,8
ON,Chevrolet,Corvette,2023,Used,20,83499,89416,93091,98567,106388,97557,15514,38
ON,Chevrolet,Corvette,2024,Used,25,92962,95900,101995,165995,176798,123810,7644,27
ON,Chevrolet,Corvette,2025,New,26,121894,140966,163032,172865,190864,158701,16,53
ON,Chevrolet,Corvette,2025,Used,21,86388,88900,97262,149745,184980,119599,6999,27
ON,Chevrolet,Corvette,2026,New,212,93560,100562,157910,183632,199748,145592,10,53
ON,Chevrolet,Corvette,2026,Used,19,89359,89900,97054,150698,182122,118706,16000,50
ON,Chevrolet,Corvette,2027,New,178,100414,108107,131136,152199,189704,136149,10,25
ON,Chevrolet,Cruze,2011,Used,39,3990,4650,5899,6999,7598,6403,137433,37
ON,Chevrolet,Cruze,2012,Used,50,2995,4904,6199,6998,8074,6035,167321,37
ON,Chevrolet,Cruze,2013,Used,41,3750,5495,6495,7495,8000,6709,155250,24
ON,Chevrolet,Cruze,2014,Used,119,3820,5000,6998,8498,9996,7310,145773,36
ON,Chevrolet,Cruze,2015,Used,71,4950,6499,7998,8997,10999,8078,153080,26
ON,Chevrolet,Cruze,2016,Used,84,4996,6984,8503,9999,11829,8962,147250,29
ON,Chevrolet,Cruze,2017,Used,69,7457,8995,10999,12950,14999,11423,145287,24
ON,Chevrolet,Cruze,2018,Used,62,8904,9995,11500,12995,13999,12028,139430,24
ON,Chevrolet,Cruze,2019,Used,29,9794,10950,12495,13995,17600,12808,114260,34
ON,Chevrolet,Equinox,2010,Used,12,2020,3174,4999,5936,6860,4674,180400,37
ON,Chevrolet,Equinox,2011,Used,11,1999,3970,7900,9450,9995,6702,164000,37
ON,Chevrolet,Equinox,2012,Used,18,3525,5249,7499,8998,10178,7232,151543,37
ON,Chevrolet,Equinox,2013,Used,24,2620,4496,6249,7624,10578,6350,166958,22
ON,Chevrolet,Equinox,2014,Used,28,4080,5537,7990,10246,13566,8258,161773,24
ON,Chevrolet,Equinox,2015,Used,31,3999,6497,7999,11367,12999,8929,132000,30
ON,Chevrolet,Equinox,2016,Used,28,4972,6871,9597,11712,14061,9587,141000,33
ON,Chevrolet,Equinox,2017,Used,54,8900,9550,10722,12999,14806,11279,133675,32
ON,Chevrolet,Equinox,2018,Used,62,9999,11900,14238,17000,17922,14277,129026,25
ON,Chevrolet,Equinox,2019,Used,74,10149,12996,15910,17740,19978,15646,136908,30
ON,Chevrolet,Equinox,2020,Used,66,12993,15918,17940,19997,22996,18278,113586,32
ON,Chevrolet,Equinox,2021,Used,24,11545,16958,18720,22490,24698,18998,112404,34
ON,Chevrolet,Equinox,2022,Used,107,17476,19948,21995,24969,26197,23225,78729,28
ON,Chevrolet,Equinox,2023,Used,59,18976,20350,22495,25498,29031,23087,89831,37
ON,Chevrolet,Equinox,2024,Used,98,23423,24561,26996,29495,30982,27590,60444,37
ON,Chevrolet,Equinox,2025,Used,43,30531,33160,35700,36992,38998,35240,32738,28
ON,Chevrolet,Equinox,2026,New,201,39518,40921,44950,47380,50038,45245,11,53
ON,Chevrolet,Equinox,2026,Used,88,35929,36966,39844,43041,46729,40657,10798,46
ON,Chevrolet,Equinox,2027,New,1514,40740,42570,44480,48960,50492,45257,10,23
ON,Chevrolet,Equinox,2027,Used,21,40847,42704,43299,45394,47750,44006,16000,53
ON,Chevrolet,Equinox EV,2024,Used,10,34448,34985,36912,37745,38751,36880,37612,20
ON,Chevrolet,Equinox EV,2026,New,188,40671,43521,47098,50820,54676,47863,12,16
